id,title,alias,venue,role,role_label,review_status,review_status_label,reading_scope,source_url,pdf_url,local_pdf,legacy35,new,main_venue,review_file,memo_sha256,code_status,code_commit,replay_status,whole_paper_read_claim,full_experiment_reproduced
A11,Are Diffusion Models Vulnerable to Membership Inference Attacks?,SecMI,ICML 2023,attack,공격 비교 후보,selected,PDF 선택 절 검토,검토: pp.5–7 방법·Tables 2–3. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.,https://proceedings.mlr.press/v202/duan23b.html,https://proceedings.mlr.press/v202/duan23b/duan23b.pdf,pdfs/A11.pdf,True,False,True,reviews/A11.md,1fd1d0fcd37585f4ca263edfad5cba4a4a0aacabd9a45d802ae2376b4fa87826,not_acquired,,not_reproduced,False,False
A12,Membership Inference on Text-to-Image Diffusion Models via Conditional Likelihood Discrepancy,CLiD,NeurIPS 2024,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: NeurIPS 2024 PDF 본문 pp.1–10, 부록 선택 부분; 공식 부록 cal_clid_th.py와 제공 score 파일 독립 재계산 완료. 이미지 특징 추출/의료 공격 재현은 아직 아니다.",https://proceedings.neurips.cc/paper_files/paper/2024/hash/874411a224a1934b80d499068384808b-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/874411a224a1934b80d499068384808b-Paper-Conference.pdf,pdfs/A12.pdf,True,False,True,reviews/A12.md,79e0c43af92f08b348b806fa5def269f3cf37846d27f85b93afa8c9764a9487d,official_supplement_text_extracted_not_executed,,public_packet_only,False,False
A13,Towards Black-Box Membership Inference Attack for Diffusion Models,Black-box diffusion MIA,ICML 2025,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: pp.3–6 선택 본문, Algorithm 1·Tables 1–3. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://proceedings.mlr.press/v267/li25k.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/li25k/li25k.pdf,pdfs/A13.pdf,True,False,True,reviews/A13.md,822e4ff077e4542290e2cb012ebf22a1238dfcd83b3e88ad9f9dfb47aec46e52,not_acquired,,not_reproduced,False,False
A14,Extracting Training Data from Diffusion Models,Carlini / Training-data extraction,USENIX Security 2023,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: pp.5, 8, 13 선택 본문: 정의·추출/회원추론 비교·Table 1. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://www.usenix.org/conference/usenixsecurity23/presentation/carlini,https://www.usenix.org/system/files/usenixsecurity23-carlini.pdf,pdfs/A14.pdf,True,False,True,reviews/A14.md,74bc7ea44c4d1945b9726c8e3894a935d4db57716bcf047cb2a7f8cebcfa0f05,not_acquired,,not_reproduced,False,False
A15,Towards All-in-One Medical Image Re-Identification,MaMI / All-in-One MedReID,CVPR 2025,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,검토: pp.4–7 선택 본문: 모듈·학습·Tables 2–5. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.,https://openaccess.thecvf.com/content/CVPR2025/html/Tian_Towards_All-in-One_Medical_Image_Re-Identification_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Tian_Towards_All-in-One_Medical_Image_Re-Identification_CVPR_2025_paper.pdf,pdfs/A15.pdf,True,False,True,reviews/A15.md,607a76796d5ba5ff4d90b8bbb4a8f8b2461bc5e579424e541b2d0b5f108e9546,not_acquired,,not_reproduced,False,False
A16,Deep Learning-based Patient Re-identification Is able to Exploit the Biometric Nature of Medical Chest X-ray Data,Packhäuser / CXR biometric ReID,arXiv 2021 공개본,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"우리의 실제 CXR Re-ID가 잘 된다는 결과는 이 선행의 재확인에 가깝다. 그 자체로 generator가 해당 환자를 학습했거나 유출했다는 증거가 되지 않는다. real–real 양성 대조와 synthetic–real 평가를 분리하고, 최신 MaMI 같은 의료 Re-ID와 비교한다. 검토: pp.3, 7, 10 방법·표 발췌; 미재현. [원문](https://arxiv.org/abs/2103.08562)
",https://arxiv.org/abs/2103.08562,https://arxiv.org/pdf/2103.08562,pdfs/A16.pdf,False,False,False,reviews/A16.md,bca12386e755d315e37b2367a633c6b4fb126565fc6ebf25ff104ee577829153,not_acquired,,not_reproduced,False,False
A17,The Devil is in the Prompts: De-Identification Traces Enhance Memorization Risks in Synthetic Chest X-Ray Generation,The Devil is in the Prompts,arXiv 2025 공개본,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"기여 충돌: prompt별 tail, conditional norm, 보고서 비식별화 흔적을 이용한 의료 memorization 분석은 이미 존재한다. 우리 데이터가 NIH class prompt이면 MIMIC report-marker 효과가 같은 원인이라고 주장할 수 없다. 검토: pp.4–7의 방법·결과 본문 발췌; 미재현. [원문](https://arxiv.org/abs/2502.07516)
",https://arxiv.org/abs/2502.07516,https://arxiv.org/pdf/2502.07516,pdfs/A17.pdf,False,False,False,reviews/A17.md,2295e43823ee3be37396258aa2501e3290a05173361e1479a0395e7342178778,not_acquired,,not_reproduced,False,False
A18,An Inversion-based Measure of Memorization for Diffusion Models,InvMM,ICCV 2025,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: pp.4–5, 8 선택 본문; Algorithm 1. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://openaccess.thecvf.com/content/ICCV2025/html/Ma_An_Inversion-based_Measure_of_Memorization_for_Diffusion_Models_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Ma_An_Inversion-based_Measure_of_Memorization_for_Diffusion_Models_ICCV_2025_paper.pdf,pdfs/A18.pdf,True,False,True,reviews/A18.md,6ed5001766a18e7af828a40674f62e3631597fa0b6050f0f896dd1bd8c95cd1c,not_acquired,,not_reproduced,False,False
A19,Can Diffusion Models Generalize? Privacy and Fairness Trade-offs for Medical Data Sharing.,Dombrowski / Privacy and fairness,MIDL 2026,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: pp.3–8 선택 본문, Tables 1–2. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://proceedings.mlr.press/v301/dombrowski26a.html,https://raw.githubusercontent.com/mlresearch/v301/main/assets/dombrowski26a/dombrowski26a.pdf,pdfs/A19.pdf,True,False,False,reviews/A19.md,93b2fe0186238b20ca87e7cdf6e941ec98360e14bf9ee4774c4e6a290e5e19f5,not_acquired,,not_reproduced,False,False
A20,Privacy-Preserving Latent Diffusion-Based Synthetic Medical Image Generation,Medical LDM filtering,IEEE Transactions on Medical Imaging 2026,medical,의료·identity·복제·방어,partial,공식 본문 일부만 확인,"Privacy-enhanced filtering이라는 명칭을 (ε,δ)-DP 보장으로 읽으면 안 된다. CXR Re-ID filtering, 근접 복제 제거, utility 보존을 주장할 때 겹치는 선행이다. 검토: **공식 본문 일부**, 환자 adjacency·MIA 전체 검증·코드 재현 미완료.
",https://pmc.ncbi.nlm.nih.gov/articles/PMC13034593/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13034593/pdf/nihms-2153980.pdf,,True,False,False,reviews/A20.md,0bb23ef0510fe79723c3f70fd24e1f747cb96b343fb8d2ea45d2ea4aed894f29,not_acquired,,not_reproduced,False,False
A21,Patient-level Machine Unlearning in Latent Diffusion Models: On the Limits of the Privacy-Utility Trade-off,Patient-level diffusion unlearning,MIDL 2026 Short Paper Track,medical,의료·identity·복제·방어,partial,공식 본문 일부만 확인,"unlearning은 기존 학습 영향의 제거, DP는 인접 학습 데이터에 대한 출력 분포 보장이다. 둘을 같은 ε baseline처럼 비교하지 않는다. 우리 현재 audit 방향의 직접 공격 SOTA는 아니지만, 삭제·익명화로 방향을 바꿀 경우 반드시 방법 원문을 해결해야 한다. 검토 수준: **공식 원문 일부**, 전체 분석 미완료.
",https://openreview.net/pdf?id=x83b7ybcB1,https://openreview.net/pdf?id=x83b7ybcB1,,True,False,False,reviews/A21.md,6b142d0ff6c8afb5100c83216a7d34eb0c7b67d5f6d1fdc79bfa399a6430e926,not_acquired,,not_reproduced,False,False
A22,"Hide Identity, Preserve Pathology: Diffusion-Based Anonymization for Chest X-rays",PrivDiff-Net,PMLR 317 / 2026,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: pp.3–4, 6 선택 본문, Table 1. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://proceedings.mlr.press/v317/akhter26a.html,https://raw.githubusercontent.com/mlresearch/v317/main/assets/akhter26a/akhter26a.pdf,pdfs/A22.pdf,True,False,False,reviews/A22.md,c5ef89a870cf2a2cdb6ce6481b4be99fe9d1c3546f24516e742b01c640903a88,not_acquired,,not_reproduced,False,False
A23,Semantic versus Identity: A Divide-and-Conquer Approach towards Adjustable Medical Image De-Identification,Semantic versus Identity,ICCV 2025,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: ICCV25 pp.3–6 선택 본문, Table 1. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://openaccess.thecvf.com/content/ICCV2025/html/Tian_Semantic_versus_Identity_A_Divide-and-Conquer_Approach_towards_Adjustable_Medical_Image_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Tian_Semantic_versus_Identity_A_Divide-and-Conquer_Approach_towards_Adjustable_Medical_Image_ICCV_2025_paper.pdf,pdfs/A23.pdf,True,False,True,reviews/A23.md,cd553507cc5391ef53eb3deb06788b53d03dec9daf37c62223e5c90b6f5d0095,not_acquired,,not_reproduced,False,False
A24,Generation of Anonymous Chest Radiographs Using Latent Diffusion Models for Training Thoracic Abnormality Classification Systems,Anonymous CXR synthesis,arXiv 2022 공개본,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"환자 biometric 위험을 검사하며 utility를 유지하는 생성·필터링은 이미 연구된다. threshold 0.5 filtering은 formal DP가 아니며, 다른 verifier나 patient FPR에 대한 보장도 아니다. 현재 방향이 filtering으로 바뀌면 반드시 직접 대비할 선행이다. 검토: pp.2–4 방법·결과 발췌; 미재현. [원문](https://arxiv.org/abs/2211.01323)
",https://arxiv.org/abs/2211.01323,https://arxiv.org/pdf/2211.01323,pdfs/A24.pdf,False,False,False,reviews/A24.md,564de093a6d01a37d40f071b9af8857a2e2fe1044de02d34a8317e819eae2175,not_acquired,,not_reproduced,False,False
A25,MemControl: Mitigating Memorization in Diffusion Models via Automated Parameter Selection,MemControl,WACV 2025,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: WACV25 pp.3–4, 6–7 선택 본문. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://openaccess.thecvf.com/content/WACV2025/html/Dutt_MemControl_Mitigating_Memorization_in_Diffusion_Models_via_Automated_Parameter_Selection_WACV_2025_paper.html,https://openaccess.thecvf.com/content/WACV2025/papers/Dutt_MemControl_Mitigating_Memorization_in_Diffusion_Models_via_Automated_Parameter_Selection_WACV_2025_paper.pdf,pdfs/A25.pdf,True,False,True,reviews/A25.md,db28b7b396f6d092f6e17554578305fe01327473008498b80e605ab232c0c041,not_acquired,,not_reproduced,False,False
A26,Enhancing Privacy-Utility Trade-offs to Mitigate Memorization in Diffusion Models,Privacy-utility memorization mitigation,CVPR 2025,medical,의료·identity·복제·방어,selected,PDF 선택 절 검토,"검토: CVPR25 pp.3–5, 7 선택 본문. 해당 범위의 방법·결과 대조이며 전 페이지 정독/모델 실행은 아니다.",https://openaccess.thecvf.com/content/CVPR2025/html/Chen_Enhancing_Privacy-Utility_Trade-offs_to_Mitigate_Memorization_in_Diffusion_Models_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_Enhancing_Privacy-Utility_Trade-offs_to_Mitigate_Memorization_in_Diffusion_Models_CVPR_2025_paper.pdf,pdfs/A26.pdf,True,False,True,reviews/A26.md,4ed53924b17a1b6c12bdd453c6179f317daca0e3b8368d32a6d22a294640a423,not_acquired,,not_reproduced,False,False
B01,User-Level Differential Privacy in Medical Machine Learning,Kaiser / Medical user-level DP,TPDP 2025,unit,보호 단위·회계,selected,PDF 선택 절 검토,"우리 비교에는 공개 k 가정과 contribution cap을 적고, tight group accounting과 user sampling을 함께 둔다. 환자 수·영상 수·연산량을 맞춘 개선이 필요하다. 검토 범위: pp.1–4의 방법·실험 부분 발췌 대조; 전체 증명 검증이나 재현은 하지 않았다. [공식 원문](https://tpdp.journalprivacyconfidentiality.org/2025/pdf/kaiser.pdf)
",https://tpdp.journalprivacyconfidentiality.org/2025/pdf/kaiser.pdf,https://tpdp.journalprivacyconfidentiality.org/2025/pdf/kaiser.pdf,pdfs/B01.pdf,True,False,False,reviews/B01.md,d368f66df03a56a95489b52f7f8fb155b4455317d728a26de750a9beb54a984d,not_acquired,,not_reproduced,False,False
B02,P3SGD: Patient Privacy Preserving SGD for Regularizing Deep CNNs in Pathological Image Classification,P3SGD,CVPR 2019,unit,보호 단위·회계,selected,PDF 선택 절 검토,"‘환자 단위 clipping을 의료영상에 적용’은 이미 CVPR 2019의 기여다. 분류 모델이므로 최신 diffusion 생성 품질의 직접 SOTA는 아니며, 환자 DP 학습 구조의 필수 선행으로 인용한다. 검토: pp.4–5, 7 방법·표 발췌, 미재현. [공식 원문](https://openaccess.thecvf.com/content_CVPR_2019/html/Wu_P3SGD_Patient_Privacy_Preserving_SGD_for_Regularizing_Deep_CNNs_in_CVPR_2019_paper.html)
",https://openaccess.thecvf.com/content_CVPR_2019/html/Wu_P3SGD_Patient_Privacy_Preserving_SGD_for_Regularizing_Deep_CNNs_in_CVPR_2019_paper.html,https://openaccess.thecvf.com/content_CVPR_2019/papers/Wu_P3SGD_Patient_Privacy_Preserving_SGD_for_Regularizing_Deep_CNNs_in_CVPR_2019_paper.pdf,pdfs/B02.pdf,True,False,True,reviews/B02.md,28dff7c5b93f791c9127508619726721586a978e1d4dd0300c481ed5e62ce1ae,not_acquired,,not_reproduced,False,False
B03,Learning To Generate Image Embeddings With User-Level Differential Privacy,DP-FedEmb,CVPR 2023,unit,보호 단위·회계,selected,PDF 선택 절 검토,"우리 연구에서는 공개 backbone·user update 학습의 선행으로 사용한다. 합성영상 FID 직접 비교군에는 넣지 않는다. 검토: pp.3–4, 7–8의 방법·실험 가정 발췌; 미재현. [CVPR 2023 원문](https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Learning_To_Generate_Image_Embeddings_With_User-Level_Differential_Privacy_CVPR_2023_paper.pdf)
",https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Learning_To_Generate_Image_Embeddings_With_User-Level_Differential_Privacy_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Learning_To_Generate_Image_Embeddings_With_User-Level_Differential_Privacy_CVPR_2023_paper.pdf,pdfs/B03.pdf,True,False,True,reviews/B03.md,b18c0379443da47807da34cf30e5fdb0051a5b2317599e5b77f8afb7b66d55e2,not_acquired,,not_reproduced,False,False
B04,Fine-Tuning Large Language Models with User-Level Differential Privacy,Charles / Fixed-compute ELS vs ULS,arXiv 2024 공개본; fixed-compute 제목은 저자 2025 설명 참조,unit,보호 단위·회계,selected,PDF 선택 절 검토,"검토: pp.3–4, 8–11의 알고리즘·고정 연산량 결과 발췌; 증명 전체 검증·학습 재현은 미완료. [저자 공개 원문](https://arxiv.org/abs/2407.07737)
",https://arxiv.org/abs/2407.07737,https://arxiv.org/pdf/2407.07737,pdfs/B04.pdf,True,False,False,reviews/B04.md,4cafdbb61f7302b97b73dab0f5eddfbfa581c5713c463e36eb4983fda4211ca6,not_acquired,,not_reproduced,False,False
B05,Mind the Privacy Unit! User-Level Differential Privacy for Language Model Fine-Tuning,Mind the Privacy Unit!,COLM 2024 / arXiv 공개본,unit,보호 단위·회계,selected,PDF 선택 절 검토,"영상 생성의 성능 수치를 직접 비교할 논문은 아니다. 보호 단위와 contribution cap, sampling 선택의 알고리즘 선행으로 필수 인용한다. 검토: pp.2–4, 6의 방법·실험 발췌; 전체 이론 검증·재현 미완료. [COLM 공개 원문](https://arxiv.org/abs/2406.14322)
",https://arxiv.org/abs/2406.14322,https://arxiv.org/pdf/2406.14322,pdfs/B05.pdf,False,False,True,reviews/B05.md,08598d22cd7f1f89381abd5f468d740c380c06d02f72fb55850ea8272e1ea330,not_acquired,,not_reproduced,False,False
B06,Tight Group-Level DP Guarantees for DP-SGD with Sampling via Mixture of Gaussians Mechanisms,Ganesh / Tight group privacy,arXiv 2024 공개본,unit,보호 단위·회계,selected,PDF 선택 절 검토,"우리의 ELS 비교군에는 sampling·cap·add/remove 방향·수치 오차를 명시한 accountant를 사용해야 한다. 논문은 기여 충돌과 회계 기준선이며 생성모델이 아니다. 검토: pp.2–4, 6의 정의·정리·회계 구조; 전체 증명 검산과 구현 검증은 하지 않았다. [원문](https://arxiv.org/abs/2401.10294)
",https://arxiv.org/abs/2401.10294,https://arxiv.org/pdf/2401.10294,pdfs/B06.pdf,False,False,False,reviews/B06.md,edc3838d51f6808854bcaa8505703122102952fdd4cb224a8f766d3c55acd99b,not_acquired,,not_reproduced,False,False
B07,Subject Granular Differential Privacy in Federated Learning,HiGradAvgDP,arXiv 2022 공개본,unit,보호 단위·회계,selected,PDF 선택 절 검토,"검토: pp.3–6의 알고리즘과 합성 가정 발췌, p.8의 이론 일부; 실험 전체·증명 전체·코드 재현은 미완료. [원문](https://arxiv.org/abs/2206.03617)
",https://arxiv.org/abs/2206.03617,https://arxiv.org/pdf/2206.03617,pdfs/B07.pdf,False,False,False,reviews/B07.md,3669abb7c39426f2ce4d49284316c0fa978b9ed037eee363c70d93d521a4b8ea,not_acquired,,not_reproduced,False,False
B08,Differentially Private Fine-Tuning of Diffusion Models,DP-LoRA,ICCV 2025,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"검토: 본문 pp.2–8, 표와 가정 대조. 공개 코드 commit `5c48a64c6c12b5c98e5d1eaf28fbede1a3f19bd2` 확보, 실행 미완료. [공식 PDF](https://openaccess.thecvf.com/content/ICCV2025/papers/Tsai_Differentially_Private_Fine-Tuning_of_Diffusion_Models_ICCV_2025_paper.pdf)
",https://openaccess.thecvf.com/content/ICCV2025/html/Tsai_Differentially_Private_Fine-Tuning_of_Diffusion_Models_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Tsai_Differentially_Private_Fine-Tuning_of_Diffusion_Models_ICCV_2025_paper.pdf,pdfs/B08.pdf,True,False,True,reviews/B08.md,7a257564a31ffcb4dde53f0c9e6d34397a5b547f3ffbb1120b00157221f3322c,source_downloaded_not_executed,5c48a64c6c12b5c98e5d1eaf28fbede1a3f19bd2,not_reproduced,False,False
B09,Differentially Private Diffusion Models,DPDM,TMLR 2023 / arXiv 공개본,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"역사적 핵심 기준선이다. 현재 SD2.1 LoRA 연구에는 동일 backbone DP-LoRA/DP-LDM이 더 직접적이며, from-scratch 최고 성능을 주장할 때 DPDM을 추가한다. 검토: pp.4–6, 8의 방법·실험 설계 부분; 44쪽 전체 및 학습 재현 미완료. [원문](https://arxiv.org/abs/2210.09929)
",https://arxiv.org/abs/2210.09929,https://arxiv.org/pdf/2210.09929,pdfs/B09.pdf,True,False,False,reviews/B09.md,e7239e47801a686bf6580bebf67130a911338d249fcea7624248672e8aa070c2,not_acquired,,not_reproduced,False,False
B10,Differentially Private Latent Diffusion Models,DP-LDM,TMLR 2024 / arXiv 공개본,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"논문별 최고 숫자만 모아 우열을 단정할 수 없다. 우리 기본 생성 비교군에 동일 SD backbone의 attention-only DP-LDM과 DP-LoRA를 둔다. 보호 단위는 원문의 record에서 환자로 바꾸면 새 회계가 필요하다. 검토: pp.5–6, 8, 12 방법·표 발췌, 미재현. [공식 원문](https://openreview.net/pdf?id=AkdQ266kHj)
",https://openreview.net/pdf?id=AkdQ266kHj,https://arxiv.org/pdf/2305.15759,pdfs/B10.pdf,True,False,False,reviews/B10.md,a50c0f658ec81966b650492d415466fd0ba2ef7ad60472db810f4d502e2c4906,not_acquired,,not_reproduced,False,False
B11,PrivImage: Differentially Private Synthetic Image Generation using Diffusion Models with Semantic-Aware Pretraining,PrivImage,USENIX Security 2024,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"공개 자료가 CXR과 어긋나는 문제를 해결하겠다면 필수 선행이다. 환자 단위에서는 histogram vote의 환자별 총 기여를 제한하고 그 비용을 포함해야 한다. 검토: pp.6–7, 10 일부 방법·표; 미재현. [USENIX 원문](https://www.usenix.org/conference/usenixsecurity24/presentation/li-kecen)
",https://www.usenix.org/conference/usenixsecurity24/presentation/li-kecen,https://www.usenix.org/system/files/usenixsecurity24-li-kecen.pdf,pdfs/B11.pdf,True,False,True,reviews/B11.md,0c069b50f4bfe18b94669f22d93b8282efeff41dbba49052823cd1bea67180a6,not_acquired,,not_reproduced,False,False
